quest_id,name_en,category,rank,stars,quest_type,location_en,zenny,objective_en,description_en
67819,The Place Where Winter Sleeps,event,MR,6,hunt,Elder's Recess,57600,Slay Fatalis,"It is time for us to confront Fatalis. We, along with every nation and organization known, shall rid this world of this fabled scourge. When you're ready, we'll set sail."
67820,Fade to Black,event,MR,6,hunt,Castle Schrade,57600,Hunt 2 Furious Rajang,"Yeah, hunters are something else. ""This won't do... I'm not satisfied"", they said with a fire in their eye. Their passion for muscles easily surpasses my inspiration! (Special material rewards)"
61809,Paolumu Lullabies,event,MR,2,hunt,Arena,81000,Hunt a Yian Garuga,"An awfully big Shepherd Hare is inside the arena. Looks a bit different from the usual variety, but no mistaking it's a Shepherd Hare with those ears! You wanna take a look and get some INSPIRATION too!? (Special material rewards)"
64801,Balloon Fight,event,MR,2,hunt,Special Arena,28800,Hunt a Furious Rajang,"I just spotted a gigantic Goldspring Macaque! No, seriously! The way it roars into the sky and that electric golden fur, there's no mistaking it! It's going to be my source of INSPIRATION! (Special material rewards)"
64802,Talk About a Party Foul...,event,MR,5,hunt,Special Arena,36000,Slay a Shara Ishvalda,I've suddenly reached enlightenment. I now know the truth! All life cannot attain their true potential unless they take the same form as when they came into this world. And that means...INSPIRATION! (Special material rewards)
67101,The Proving,event,HR,6,hunt,Ancient Forest,9000,Slay a Blackveil Vaal Hazak,"When people travel to the other side, there are places full of fear and sadness that you must bear alone. You'll know that same feeling if you face a Blackveil Vaal Hazak. (Special material rewards)"
67102,Lessons of the Wild,event,LR,5,hunt,Arena,2520,Hunt a Zinogre,"The most hunted monster ever, how wonderful! Let me throw you hunters a curveball and offer a slightly different Zinogre! Those shiny things on the ground may look tempting, but be careful not to get a paw to the face!"
67607,The Heart of the Nora,event,HR,9,hunt,Ancient Forest,36000,Hunt a Brute Tigrex,"Whoa, no wonder this Brute Tigrex's so clean, it's the least hunted monster! Is it crying tears of joy? Wait, those tears look a lot like armor spheres...hmm. Odd. (You cannot obtain monster materials from this quest)"
3171,Arena Master Quest 01,arena,MR,1,hunt,Arena,14400,Hunt a Furious Rajang,"Meow, child, we all know that you are the Commission's number one hunter. The only thing you're missing is a golden trophy, so I've gone and fixed up a quest for you to go out and get one. I even threw in a few goodies too. Be back in time fur dinner, meow!"
3071,Arena Master Quest 02,arena,MR,2,hunt,Arena,18000,Slay an Alatreon,"Alatreon has been sighted in the Secluded Valley. It seethes, like a burning star that revels in the darkness. But it's time for the Commission to let the world know of this blazing black abomination!"
3072,Arena Master Quest 03,arena,MR,3,hunt,Arena,25200,Slay an Alatreon,"Alatreon has been sighted in the Secluded Valley. It screams, like an icy dead star that rejects the light. But it's time for the Commission to let the world know of this blazing black abomination!"
3073,Arena Master Quest 04,arena,MR,4,hunt,Arena,28800,Slay a Kushala Daora,"When I was a young girl, a Kushala Daora passed by our village. We hid in our homes, afraid of what tragedy it might leave in its wake. And now it's here... May this Sealed Feystone be incentive enough for you to put a stop to this tempest."
3074,Arena Master Quest 05,arena,MR,4,hunt,Special Arena,43200,Slay a Teostra,"A blazing sun in a sunless land—I guess every life burns as brightly as it can, no matter where it finds itself. Just like we did those forty years ago... Anyway, I've prepared a Sealed Feystone for after you've laid this sun to rest."
3091,Arena Master Quest 06,arena,MR,6,hunt,Arena,28800,Slay a Lunastra,"We've driven the ""Blue Flame"" into the cold prison of the supply cache, but now it seems to burn brighter than ever in its defiance. Extinguish it before it burns us all, and I'll reward your efforts with a Sealed Feystone."
3092,Arena Master Quest 07,arena,MR,6,hunt,Special Arena,48960,Slay a Namielle,"My mother used to lead a hunting party and told me once of a story where pleasant weather turned to violent storms, forcing the party back and spoiling a fine expedition. Perhaps the cause was Namielle. I hope your hunt divulges some answers..."
63071,Challenge Quest 1: MR Intermediate,challenge,MR,2,hunt,Special Arena,25920,Hunt a Frostfang Barioth,"We've finally found it! The tree top assassin that controls the frost. ""The Last White Knight"", they call it. Outmuscling it is out of the question. No, only the most devoted can topple this beast. I await your report, Hunter."
63072,Challenge Quest 2: MR Intermediate,challenge,MR,4,hunt,Arena,37440,Slay a Velkhana,"As leader of this hunt, I've been granted authority to add new recruits to our ranks. Our target is an incredibly ferocious Velkhana. Want a challenge? Then help us send it to its end!"
63073,Challenge Quest 1: MR Expert,challenge,MR,6,hunt,Special Arena,28800,Slay Fatalis,"We've been tasked with slaying Fatalis, a monster known only in legends handed-down. This beast will test all of your limits, but I know you'll be ready."
63074,Challenge Quest 2: MR Expert,challenge,MR,6,hunt,Arena,43200,Hunt a Frostfang Barioth,"What a proud figure I must make, sitting here with my arms crossed. But perhaps I should learn the ways of the new generation, starting with the clutch claw? I heard a Gold Melding Ticket would be the prize, heh."
67822,A Fish to Whet Your Appetite,event,MR,1,deliver,Wildspire Waste,9000,Deliver 2 Great Whetfish,"Not only are those big boys sharp to a fault, if you can haul them here fresh as a daisy, they might be useful as a weapon too! So get on out there and snag some, will ya? (Special material rewards)"
67823,Fetching Light Pearls,event,MR,1,deliver,Coral Highlands,9000,Deliver 8 Light Pearls,"I saw those Kelbi eyes glow like a pearl in the dark! Then it struck me. Yes, INSPIRATION! To the message boards! (Special material rewards)"
67824,To Our World,event,MR,1,hunt,Ancient Forest,25200,Slay a Rathalos,"Why is that thing still alive? I thought we killed it! Does that mean I'm in the...? At any rate, I need to find a way back to my world. In this quest, you will get to play as Artemis."
67825,The New World,event,MR,1,hunt,Wildspire Waste,18000,Head to Area 8,"Looks like I'm back in this world again, but where are those two? Guess I better look for them... In this quest, you will get to play as Artemis."
67826,Skyward Snipers,event,MR,1,deliver,Coral Highlands,9000,Deliver 5 Grandfather Mantagrells,"You've seen those big Grandfather Mantagrells being all floaty in the air, right? My notes say they're especially weak to sudden shocks. I bet if you use your slinger you can get one for me to play with—I mean study, of course! (Special material rewards)"
67827,Camoflawed,event,MR,2,hunt,Ancient Forest,18000,Hunt a Rathian,The young miss I work with needs to research some critter in a Rath nest and almost went wearin' an herbivore disguise. Good thing I stopped her before she got swooped up. Could you go hunt that Rathian so she can get her critter fix? (Special material rewards)
67828,Kadachi Twins,event,MR,2,hunt,Arena,25920,Hunt all target monsters,"It's so freakin' cold out here that I came up with a design for some warm armor based on a monster! It looks strong, yes, strong indeed! (Special material rewards)"
67829,Seeing is Believing,event,MR,3,hunt,Arena,25200,Hunt a Tigrex,"Yo, Scrawny. This hungover hunter came by sayin' he's seein' things in the Arena. He was so shook up about it that it's made him quit drinkin'. Go check it out for him, will ya? (Special material rewards)"
67830,The True Tyrant,challenge,MR,3,hunt,Arena,25200,Slay a Tigrex,We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
67831,The Assassin,event,MR,5,hunt,Ancient Forest,30240,Hunt a Nargacuga,"I dreamt of a man with the grace of an assassin...and ever since, I've been going bonkers thinking about what I want to work on next. Ya gotta help me out here! (Upgrades the Assassin's Hood upon first completion.)"
67832,USJ: Shine On Forever,event,MR,5,hunt,Seliana Supply Cache,2800,Slay a Velkhana,Special delivery from USJ to you: the perfect stage for you to sparkle with a monster that truly shines! May the shine never end! (Special material rewards)
67833,The Conqueror of Hoarfrost,challenge,MR,5,hunt,Hoarfrost Reach,42840,Slay all target monsters,We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
67834,A Star That Will Never Dim,challenge,MR,5,hunt,Arena,28800,Slay a Namielle,We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
67835,Wearer of the Iceborne Crown,challenge,MR,5,hunt,Arena,28800,Slay a Velkhana,We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
67836,USJ: Ballet of Frost,event,MR,5,hunt,Hoarfrost Reach,36000,Hunt a Frostfang Barioth,Special delivery from USJ to you: the perfect stage for you to duel with a monster with fangs of frost! May the excitement never end! (Special material rewards)
67837,Aiming for the Light,challenge,MR,5,hunt,Arena,28800,Slay a Namielle,We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
67838,All That Glitters is Furious,optional,MR,6,hunt,Hoarfrost Reach,43200,Hunt a Furious Rajang,"We know of the Furious Rajang, but only just that. Do you know why? Because when it spots you, it's already over. Can our Sapphire Star stand up to the golden fury?"
67839,Fear No Scars,challenge,MR,6,hunt,Arena,34560,Slay a Scarred Yian Garuga,We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
67840,Power and Technique,challenge,MR,6,hunt,Arena,50400,Slay all target monsters,We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
67841,Achy Brachy Heart,optional,MR,6,hunt,Guiding Lands,43200,Slay a Raging Brachydios,"My senior hunting friend went off to slay a Raging Brachydios once, and when I asked about it she just said, ""I just don't think you'd understand."" Can you believe that? I almost blew up at her! Now I have to go see it for myself."
